Title,Company,Link
Unreal Engine - Senior C++ Developer,Humanitas Solutions,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DbCETdyIv9f5aclHIbOxK0GZp8_elFnnRVJjakhPEqrpcu1ECKBpZlYusYR8VSF7X-TMepuMuo8SN9f2a13_sECXSjuBAlJ01CsO1wWWkHUt1nZUo-8HD9tiGF7NLk6RMJzyZR8vIOXM_8X__f_2exIUPHfk5UGs2bFKdTgfGve6dJ8hQ214uElSVpWxCsyw1VLdEZbHKQ5Gh7T2dY-PbafHY3W5HuEbWMpYm7GJu04MH-aUb8ElPITyDY0WR9qBDSqTv6XnG-13p_ug3caT5E0WXEif1zvnfsXhy_GclgL4a8rt0q2ErrHyVJjkwN8Tya4K9hmyEciyqZjapNPocRMcfw12d0Nmp3PTzNpc8mbpnQZpdQkoAQvMyiYgnJniBAa2qVNM5JuFCACoYFUusnDJBQFHmmCsGdf9YiFIKSs4NVceQyieROGdPbMdmMGqMrJYPUdRgCiDnvTUzo9BaRLs70T6OW43Zuzneh20cxwusEsJoVyJ1Ov3ikToV3qhyuaNZDUwLF5F7J2njYpXHAs7VBGYBvsKn97AM81h8_JHv5oM4kXBNXEaEwcFLrWSaPNa68Fld9E9wSKRLmuR6v-4R_uTfix42UZQaEVXDcAMqfDZHKHTMl_UHCXnFvC0RcTtPUNpKNS16sOiWwoaeMRKB6ZUYG5iVtq774qqE-skm_JDVOiTGA&xkcb=SoCG6_M3puv0wsyMbJ0BbzkdCdPP&camk=H-lBaXMUocJ0x5rXE57vqA==&p=9&fvj=0&vjs=3
Salesforce Commerce Cloud Developer,Eminence Organic Skin Care,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BadlywUQT2VptN27rMPjoehhHInhiprURoxuuqfZSoxuyT7IjSL464PUAu7vBN9gSWSmag-utFCyEHm11Sn4MBFidzCGEe8fJCsR4fGCNbLfKzxDzdLCKrjS0FYsBmYFZh6ChAgTS-GZtLk1N87EGqN8SRqAcVlt5AL5lHSAr_LDJnebHKB3zHAULaW3CIEhztuNGiQqkax_psNA37vF1h7LpfYNC4RA35TgiIFgKhCY6LYLQpoHp0rSnGMYvhPblBCv0HiG1seD_At5ojMnKKWwUSAooYF42Rsav9n1wLI-ppp6UtHJKlJg5NHEb8N8eITAfEdhqHVsLtAXSBdy6HaWT7NLG_g0TUVF8gxxyLn6gZiyz4vO4wNS2APaWJI9W2XusNHn4nkmAbWX0fecFbimxMPjxRkc8RFFHX6geGdFHSM2oG-ZXKYLwm5FLnW7y2-YitqRwQL2nKDK90LjChrvw4uhljXDWTxv8iba0ZUOTvTFDDXeKfEn50ziiPYj633ypSEcCft8qFPDf6ja9hFUGFLezbpxq7iYD3n-wK4AptOE797qcUA7oFQ61N7eUeFsMWc4K2RfhUIHMJT2IFL4E9pgqsw3Q8mOq4TJ_EAvRK3GPONoFXD7CJ8qrbIRYlyNGLa0di1kjALTWemQuRR1QgXvg_fu-5Z1G2L0vJMpdnl-8Vjkp2uCuucl_P2uP3KfIO7JwE-Jpzy1J6974_NA6COdx30fVFdq91yVDRLw==&xkcb=SoAy6_M3puv0wsyMbJ0AbzkdCdPP&camk=CPChkbYSGj9QayLiIV3BrQ==&p=10&fvj=0&vjs=3
Gen AI Tech Lead Engineer - Vice President,Citi,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7UYL49yWBrrOlEWIsfJu1HwdoffaEv3MPqVgUrdyA2mtG2kyCvozLAsc4_zj8S6KYGOavVQ4nDbKDCTlTnYYZR-I0vp_oKfdRkhUIyS4c1Q7lJ1HxaEJbaDzzkeoIZVLlnO6gecKI6GqviRP0JIpLEkcuTNYS-SUe5KTwne024ig6qsl-hTpRg2prqS9v1NN5hmdWOb8HST0bVGeNf7bgJAkZdaNyy_FQt3D0-nRXq_euKnwX1GacqdWLzd0YnCn0Dm3GfCIwi7lXHrDnMbcfmR9gw6lv1gTW55XelyIgO1i-2Or5m_74dEAUNhRHcwSW0cHKaK4gRIP28FAnPD3coSUtkOiZwQ_RpvqMnqcZ0hVWBjr7d_teP88KIPwzY7LWfZbvIkozVcr55REvhhZyw1SVhUfuXeP-smVyNIgdKqyeCVFll_1Go1TEt9okofhEkDsjqOM6ep96gl-EwVsqpnQ8NLAuf1g-SYKi1wzmWM9lhUpI54wgz_8J0T-q4k0lrJgXqA0a-jHKjjV6Tne5qz84itsmc2-I6ipmRsyDzuTeiLlaVzjp47chj8AiJUHCSDJ-0fNwtqWALzE6FKeoUwP8L7ZX99bZYmCBQg_Jt8BNoCLkKYAMWHzhzcSLWHlY4LAN-kXzWVwSm9uO_eAoiT8p3r6p_SZ820gYp8d65x2NnWlxbqwnjJMkta6AVzxQzVJ4f-_URRGWh4Uh0_iX8aNvRftAR74zWw9Vh06soQlbDiOhnYM5Ad_FnsD9JpOaVKsSAY_J_nA2SGnyk6Ca5X8gl7o7q84qnf2mGqcsPKnNT4evg_UU-QyEvo3jLcg=&xkcb=SoC86_M3puv0wsyMbJ0HbzkdCdPP&camk=ethIe0s0hecJpMrJ8_hlJw==&p=11&fvj=0&vjs=3
Senior Cybersecurity Engineer- Offensive,CAAT Pension Plan,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CewE_8lmkeAxjgp_xvhEClYq_JyADRjZrC1x-IgNzPz51gw_n1tWr9CXWw6124-fOCaZUmdGJwvF1MMkkZAEqEIyk4k8z32YC8p42IeS7607fsOPxhEUVt2w7ViYClQCrPHCYHXx66lg3O4ks8TfFT_jxRMqUH-oAvcF36_mbnN6Vxf1Nw6FM-aI1bxEcV81OIbPW_fF29Fc5vGHbFLH_0OI2HagoFVzBWjW89PWF4y75mKQH8tfnm06FIG1Z0xREEV5szBvwj5-6Isxwwa9Fu6egu-UOY6yIO7LrE0tXMvMjRTpx8QQ3C7VIoc0IWgHYn08HSoU-B7-KcszRf0XXdUMHPXXRZ7iEnsO4JyS0ScGO8yBw0ufStNoDjbLlVkuhdy3ftQ2cWW8u4lNehFVvu6cXBPHxwqOmw_t3BxApL3toSL67QpPrChZmYZ0zo0fkBxn-Tmt50yj3ExCzgt2LP1Rd96x6xErZMcfYnIqzgyuHHKQjz7w5z0taVPJajnGWEedpqHOBhxkUKNi_DeZeoy2_APYidD3fIcbwZoclDvcG4dzVbUjQ-8NE7vaVnqFowhREPMLrtRpbGMrvuum2q9Xk1MiHfeu4NAeVPB7bRsRQAwBxjsCITwgu9RF4ZbmADI0Pk6nd5Chb3Cq2v8j7rXIUPYjJWWLVmKV_KLit9gC4PJjW7uAdhPx-IMWNmDoK1N5TXjRugKyZuDuYyLn5R954KRlINsRtJZclHuMPMjoEwYBv959dw&xkcb=SoAI6_M3puv0wsyMbJ0GbzkdCdPP&camk=ethIe0s0hedBIZCKzyfo-g==&p=12&fvj=0&vjs=3
Senior Systems Engineer - Distribution Centre,Columbia Sportswear Company,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A-bAUCKSMPlAbvy0R5FtazZp4IewAcHcRaVx0cOSx8G9W0YhtFIF14LBbFlKtVLZx0C0iTFQ_0AlVJhqivO7WPkRmZpUFtCCkk3iu7wfxROWrxsMfa-1F6kKHTx-KN6X2Hys9u7yNttFjxjelXVfx7k0J2wIMTB8q2tuqgP3hpzpfpwfgOe07CMwu0pCHtmCK5gRERm-V3PON_RzaAl5HpeN4ZOtbUIDWh94k-5WMvwQ1_bUiVodF-YCEzlWcLdECexVZhRQ6OvCPUeVCQhJ2aTc5j-qwhHwbv_vzQShIwhWwZrt-nQCCcObwm-Q-P8iAO4tlwKZGgMYyMQ9NHwXRoxTe6T1H1Mz3dUerWd8BymNC0LviOlf1ItZcbDH1ysW-Kc9XkpbPoyVJdAsWUCoI3fx9KDN2agwDsA7s9lsxPpaJikYa9Hqyceq34AccXtXDTyLmMx8-c7CNg7c8wUw-82Zdaf7Z1meJ4EdagmgOpJtzFrn7u3xG5yP3MtP0xMuKtTlLtguAGY1jQPXP1d5q3MtXjtccqKDhhU-PG82SIfH6hzRnmf8CxN1Iz8oiXlvGhRXsGklJLXNXcV8rKvAIYHWts2Y1v9pZfSWT6RRfsqkMb7jKsKodUQQFR02R38P6mIrmLeGFt1BOWtu4BxNDlgKxdrczffdBaN08QQJMLlXOiJTxnwh9g0fM_E7n_9_er9swM98iRcau5n7iilN7Y49V8es9JE5DK7CNH7pt2U5TCYCPSo4LdDMId6a9r6FlC6uMSNcZeD46BiygETmZG&xkcb=SoCV6_M3puv0wsyMbJ0FbzkdCdPP&camk=nUmJqO2E8rjp6is2qy4i9A==&p=13&fvj=0&vjs=3
Gen AI Tech Engineering Senior Lead - Senior Vice President,Citi,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7UYL49yWBrrOlEWIsfJu1HwdoffaEv3MPqVgUrdyA2mtG2kyCvozLAsc4_zj8S6KYGOavVQ4nDSufdQJfK7Dq45BrSSxmtr_TiP3t3wxngebLFsxwezAd1kOByYx4Yizk2lNP9d63m2IHMshDZ0SS_ODx2rtq9-xLnv_EUnUWpj8BW34gXzvK5S9TSNbCrbTN8vXMghAf1Diw0YqGxOiCGHjvhL6zh0a-793lkv8L0MUOrr6tpK6nuvvly53iHS3L5ukBZO8bV2izqkI2zku113gyqZnGI9N9jdMFc4iYrmLsMs7BWJgrAU5A0_xOFQTJovKmepw5m48mnEd3NRBUFK02s3WJ4NknV6iY5U947kZk4cv9LL0WZFMjEpd21lCDHg4iWuCYCl1syCyF-eM6noCj7deMdltVcWvYzpHVlb1AYkogNeeKYMkF8QQzReYt1OB3v-yweF1EQtAkE9HNARLGvRY9_8xXDPZXpaKl8l7P5hgvoah0k2Su4hbvagVceDMF51-PBNml2e4xbWVEczp9XIWWaS0zAiGv9U1od5yDT4S6FgiL3-Fjxm6bf3oki9PjN5Gye8h_hlKTsiGobhOv9mQJmCdK9ULwBXh9808gG-znv691lAfY3cCheNjAaIeIt4pG8PbinbLraYVGnEywra-TzeOsFSd1YhNUYfxnnseIvbRAuRSMl_wq1YvWo37H_Q4jsfEb2huhwz7fY6Nq0W2vf62Lx45Ue4gV1JNB-uoPuI2JIyO85ZHprl2VOZzX9Vi_05JP97Y_wDJzeyjaTRir7FbWbVjkuXsyA8e96wkYnJIXQoQN-OIcAmo=&xkcb=SoAh6_M3puv0wsyMbJ0EbzkdCdPP&camk=ethIe0s0hecJpMrJ8_hlJw==&p=14&fvj=0&vjs=3
Wireless DSP Software Developer,Skycope C-UAS Technologies Inc,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A7000hUPCMxGwW2vqsju70Hf0EmrA2m_tK6c2VLeUIj83BKDxPVwEaTcqH4cVtxVW67M7Ik8x9X9226pN2roPaQRvaMj7cK9iB9KxwZVHWmunIqdp934BxHtD5ZglaEkFuwHLzKXgeR1r9fgjCWJ0LJWl9JT03sa_7c7-tOsmZpxGNe6j5vZBS60u_xEh7EW-Rnhw_qsFGJ5lbYKrx8Vmdf2Vn9k4JUZWthvIKxght2xK3cZXrGaHH-jCIyRLBp4_tFhPJv9quJC-Tf9KBkD3-RtpoYtuBC8MyWb02R7iROal52t2YZv0rIfEcxCFmRpn4rmXqeQ0Emv_tqIOvxTG7Cg1tjcuavY8emTNqYR4Gj1GbhoyLaESABya36anmzjVbwt3cT1qbNxCNxRHanMxF1KCcpZ1G9AFISxmCwH_eUAZ_JlU0pKlS4MvFLPyWYvcRQ2TmbeRozi9IAa4n8TdeeTz-JBYuoCfr7mnP18KblWITG5Gi5V-rocOui8OT44v4qvjFiuG356DfLNnHN6yNxpR_PV0AfmAv942BnfUXlR60zUCP_BnKcOYBOQj7wiPdnsvW6k-1jckQIR3kWypnWRBcw-335OYRb-eomK_ymwS2kXHXDTN_24ws6wALoB-WUyyaucbHI79gNeuKB0xu7ywAH_1VaacrvBkWsJNGS8dEHyEoJ98RCPcsqE_KbSbSWCyNMZ_jmA==&xkcb=SoC66_M3pvahBMSJaB0LbzkdCdPP&camk=ethIe0s0heeCbmzyruNrvA==&p=0&fvj=0&vjs=3
Senior Full-Stack Software Engineer,Skycope Technologies Inc,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A7000hUPCMxGwW2vqsju70Hf0EmrA2m_tK6c2VLeUIj3XPtMixHadkxVLNw0Wk13O66SJcmed2u1zwcBBkKPpGEr3xtNYOUX4LqQQxMvzrZyx3DnNKnzSq_LBtvUwfwOZNXx_BcJlzxZ4abQaxseW7rIgQ0W85QIpbhWcb0M65FEviwJPKgXH02G0tQZxztLtj6FktuWmpIDIz2cFBwf1JL32Put2fUxDFW1Mrko_1LCq5CYqnJ_1GceHWOwFaGqRVfegNh64fCFJgxVsoRcX_ET-LhOIZmwQcSzYzdA9rzJuw7ht_F9ehWJc5ECTPYJ478BghVApkHCRlChuuhpgJYxOXq1jTSRDlQJ0ZShabgyQxgBFcxQP0LASEwxWxmh5ZIx9CMV4CLJiNR4QReXuFYYG6sbkhuXLwckbQvIZXOBQ8pjOCOFKmqx6E1LltqJS5C5ZdHIScNk1tIaL93_xjsBCFvVduu4ai4LTFH1y4lliq5lIiE6ls6aGu9Uviq-j75Bd78Wg3auqK0v199ebGgT-r2CtV2RUjhON2Q852a_DMqKs3sSbrW9GprK1UbpWmQrgh4TR-o_HHwk-1i6EuQZcJF4w7gRuo97a3PuFlgkjmjV61A-kWgYWJvwj0dJLk5r9O_KS5QHAjhItG4ugAFROEjhqYpAdfbr1Teg7mlhJ8WPH4r0UXmGftEwgwG5qsDKr5vjd3Pe7Qwp6nzquV&xkcb=SoAO6_M3pvahBMSJaB0KbzkdCdPP&camk=ethIe0s0hecrYRjWKDJWlw==&p=1&fvj=0&vjs=3
Product Lead - Software Developer - PHARMACY / PRESCRIBER,OkRx,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CXNMl0v1KEOQ_wkxArYlwkZmpt6Lm1k9ePWuOi0NvT5n6uvxDjAqr_0PhGJOk_ZUC66fQ6p7oFu7phiwu1d1fj_eYNSjhQ9ZQ53-MjLhTN5txTFEXxZ7LCStJItkm4PIwdXqR0VdlAmHcm9-iJoeL8kpuJFKguKcQ6sEWPYDRhO8MLDsQJk4MHR_u63t9J4ZtMr0gB8CmFqGhFA5weRxdXCdV03a1-aDK0ucqKppcu3ZsXOezhXP2xmgtYnJMKYVvX001QqzpR8YIE8SbTy3i-2Uz8zghYGdIhki99EZZ6V5f2eJ5Lddg4FUhqe-Zvvf_Yhdg-DqaU3q52cgxi5hxqOeb6qRi-somODbtV70hMNgkfhjj9uszJUmaxkH1US6g3X93zzvSt8iIEkAxmesnZ2dE-Y1A2tU9V2mlS8s-luLQy-ehSOkuaglkUF8iIFKwwiHU6pfOdLhaq_uwRIQ4kKiKW4R1HXN5a7b2H4JSF8Ao_oob5V_mJSIPZzDRaB27FajtL3UQ2tEvuOIvxKyjzkX7EZfAWZe3CsdK0fnQirFaHs2lUnVUgULAmLeJZg-G4Sx6Eu0DGxhIomqI3g-XwEGKj9BUCpJOpOgDhocvq98wqbq14TPojR25sU6asknseCvszKHOLs9Pbnyz1ybiSaRUTB4tcINxFFyvpHhkZW_5ht8Wgk-wz_yGEUVJ5NmxS4-euRBnDx-gr4nZwQuiQsamLpW9s0ZOAGY4Sy-tjDYbIqUtBHnwqEJhiwuyKV0I=&xkcb=SoCT6_M3pvahBMSJaB0JbzkdCdPP&camk=UoKtGZLa3XKbbFYG-uxiyg==&p=2&fvj=0&vjs=3
Contract HTML5 Game Developer (Phaser.js / JavaScript / PHP),Center for the Unification of Science and...,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AmWfRz_xmRG2qTTOAlQzWpi5WM4MdazC7Fp3X4qJX4KoFvc75SU5a38FKJx5QhTUKHmlz66IcdX0GPFV5uMFthUXYBLkYW3m3Y_Rk4i0KBsane1CfIGh-biDicwpap8Km1UMJ1FfDUIZPSQ7l1BqyL9fyGlcqAHXihnK6x3FGCPaf4ckIEX9n8jI9gGSEFgkQbhdJfQ7AUs-o1bmGCmSqM9U2zAStw4rN04RWhIEpOcVaDEAO1YQTwqjhutLFT58Li1Ga2nWA5u0szeIIgRpl5429FhEDHhYUwucVdi2UtYMC5foMEn2RZSVkvs6zOSq9npwEEVeVzIFQUh3F5aYYy-LUnBOAS7hFkjAybA430skct4j42IuKfKVISWoJgnJYXF09x7W-bXvJg50-ujr_kABzKpVd-pPw6NNWr3xzm_cIkuzYbH8lEaP1NvdOPQkxYzlm3CUWTvOSpL3-7yFN63mEPF9gVTb3rPKSqa1g0QIRkeEwQ21w2r_M9Lur8gyKFT6lrJXB29KvS3OodE6Oj_6IaUa4HsJRwmiG6kh160nDw6yVNaQiCeBoO7RXjt6eM3XMG7XJNZD0Hdlt0pFTI7DoFaDQm1QgkrOheJhx1fskVv0TzySHys5EvQJBGMINujAJSF9OW0JOsqWwq-shUa5FemtVsf_c0JR6jSX-b-RLtChoOhrnBvc4_FvH_ANYyxO5Rnzs4rN-2qNTsghf_yTukv5Kjeuv4w_7q4OByYbm2uvHuiZLl&xkcb=SoAn6_M3pvahBMSJaB0IbzkdCdPP&camk=UoKtGZLa3XKcmQCXzKHUlw==&p=3&fvj=0&vjs=3
Software Development Engineer in Test-SDET,Capgemini,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFPWGUWd9WogocUMPMJGIIN0itgsMWMAh4xI-EBuTuDzsu5mL8uwY3ZkExQyyQ1MtA4FagH2Vt5O3mk4ztF4PoABhT1Z4ZwztzRrRmtLIuoo06_JD4SnFenmHlcJ1lfy5E_IL8uwmFtB2y8ulnaHrJNLy5UeyywUczPUVhTOLyU2x9XCIjOTPtgF9n_rwKKbzgwEaMBNLWABQYb9rUdLr0DHSYNU61N6AgD35D0ri3RrwM6Jiq6T_rtQ0WwcNSCNj9e9I270MqSOJwa_L9MBND5Bo4jP_dnLZzZNgpzp2r0tY5qzUTYEuZnin3DZNVV5PPYLnxtl_zw48roS9xMvnV2DXCoSJMQ6xfp74BPXoG2q6Z8WABBAEpRQ01TZEBd6ox0P9HTd1P5leaeLm4ITkEEGLrjP97k1_RXwc6eeKt3SmqDA8OLPJ2LUc9ImsB6Tt6BKzp-475DxnzHTF_NgQ78lHRIA1CoWFiCZPsl1094luPL26R2X0z-OB8T7XgCS5hqkkviBc2CG6NgFEcV-HapNhtgCQxUnDAl7iOBS-6WFdQGXrNsbFmXRsD60JC31sSeaQ8bMHVxlsO_qtCPsEqGD0HBVa4LgLrVl7XkNyo4VRZGLjHH7cwLDcXzk3cXD6Kl_VtYECxCw==&xkcb=SoCp6_M3pvahBMSJaB0PbzkdCdPP&camk=nUmJqO2E8riYGIGaz3ImNA==&p=4&fvj=0&vjs=3
Vision Software Developer II - Applications & Algorithms,LMI Technologies,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVyFvn6KNrme0qWK4PNhlu3RlnHL78IF6EgpbnUMzpFaEdfNrZtp38HfMwKMFMMk9_4hbLTbKlz2C40QlPxz-z9CQ_q-Fz9ec92cFrjxUvHOzIMwZGkfmbwjoxvYIp20m418PiXzCXah84L7tH5DcQWjk1BXVPp8MOUA9ITKbvCJyVh8aNUQkH9d2E70FUg9lpa8M6ojvUQxEBHGS3LGBAU-rT9QQV4ntGYB2EwqthL7jiq2GKnHdWEhx03q1lvl0KdP3ssXvViYQnX2JXGbA8oR_otuwFKnrvjnLuijljPCoRzp42qucDgEpwuzfOoKnjQVVDsufbLilepVkeGa3XakRYzOEC7GZ1vv_827rA-FTHVamkfMqSv2CmbYkoEQ1HXSDrDqyj6clY17NW5PbX43pNSmmmhSfa7IGtBDTUThTXublGeUZWFbEvt7ucO6k-WqLiXN_nIkwV0h9LH-WZMYXRsGh7rJuLTiItZclzXpVbsnIpi-6_K9rPLEqJrRTCRPY7Fn8pk0Ql3lHoIktbLJn1rlE_ajGBxkMikpz42q_gYomQldzDOZb8fP0vt4mBzb-VNaGbleGfp80gScim7MafSdkih3vy705sHEhXeR5YZqaYMbyiHcZ7A6cIzR5aFLbEhP11oBA7_sJdCghGt1Rq_PO_iEVqayUq6PQZ8yWJau87WICjirOYgJ4anFoRbr_NLgPp9TOTWTzej7Az7w_smvkhXLDf16Mv3ap67L-LJQje2VHa3CW_c8h0mo17mrmVFZT-dYkSvA4JgK7afaUQsiSPAMfvQpgyr50G7gtWIHd8uX21WvttCL85ZYUMuzJRtESyCg==&xkcb=SoAd6_M3pvahBMSJaB0ObzkdCdPP&camk=ethIe0s0heeFR86g9RvtZA==&p=5&fvj=0&vjs=3
Google Apps Script Developer & Automation Specialist,TAHA College,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D804oBGEbWsuQ_ljIHYn7Orj1Xapl-Uy6CSo87k9YtqR0AMJ9H2y8n407jrtCuMHXZwHbGcxowSoOW730ncARTj8YsmrllqtDYsHtRab3Nzuxb91lYplJ2Ss59ajzdT8ldwzW5VmYb9MwPF5YZ4zXaTvIfWUBYJiAHOPOtbzlRx1HhgHTik_KxrwAKRRas5PwAOiQdYJySbyPqCBS5ynjFD2laVMKUUXzDP2MGvbKNsOOLylkbRFDuF3wfyZKLhJ1YONPViPu56nnJ0xzWFBpKrC9kHyNyLo1_rokL-xcsYVf9WsGb8omO06WRgg7RQHgfFX4B3vOSQK1HYDsX479BQW8O-V_06wd0RyEsHFJug9NGHTTFFHb3aYoYdpZhiQTDFpjOqeJqAFr-PGSBAbn-ocD0lFWRMx44M9jh5t2UXhIf-dwHdmUrSkfk1g3d45cX5zLA8VDXTyGYR5EHMhxiySBTudi2Jut09optYoRlEDKMdLxmQrrMQDVfOFy03TKH_NwkxzBJIefaZaE8UfurUuGuHh8LEra7EOnMXb1_GpVWBxDZhbfmjHGglyXccFtMUVvJLaUVDyxbdJ8mUSI7dmyTEWqan4nlLs10vOygTUS0Q7hRWTRqKOYIpWzv8hBkuYqCLbxSoAzkJkWCACpkLn9I9ovguMPNGLtSv5Lh6AJsVpV_KkYI9bRaPvDuL9dn4O5ZATPnwA==&xkcb=SoCA6_M3pvahBMSJaB0NbzkdCdPP&camk=UoKtGZLa3XLj7dLTu_MNZA==&p=6&fvj=0&vjs=3
Google Apps Script Developer & Automation Specialist,TAHA College,https://ca.indeed.com/viewjob?jk=fedcba9876543210
Salesforce Commerce Cloud Developer,Eminence Organic Skin Care,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BadlywUQT2VptN27rMPjoehhHInhiprURoxuuqfZSoxuyT7IjSL464PUAu7vBN9gSWSmag-utFCyEHm11Sn4MBFidzCGEe8fJCsR4fGCNbLfKzxDzdLCKrjS0FYsBmYFZh6ChAgTS-GZtLk1N87EGqN8SRqAcVlt5AL5lHSAr_LLhZEAjuegP9N-wKxA-pl65kFWZa3OGQktEqy7fURuIJsv2W3PppUo7vTWMUjIDezDb96qpCUkDJ9rkjKwq68GQuXBC_mOJHMAdKu4Al-MBOaHKher2N43WzqLQJb3JddsJQaPDf_rWA1jsdwR0mOMkztSyX4EapNRjn3GGZY3aRVIciYGRHSfbDrk3HOT6zQCHZZJHrDXjFyAsOr0rQ75W5Ukr0-f8J1OhAEr4PEa5hIS1ql-lvp65WB9C6my5Nz60tHtwGPuGUTETIT1IyODHRKzuLWYp9eZBvxi66nZ_Bz7DNxCm_pvc5t2f9UTva7PV3Nof6-fQ1TWOR5q-OMMcwKIVR4ZQy_i3WdLj0FI9yjRonrBRSHO23U6dNnMHzHHosDZiLgIWWGVokrOfJ4QIHn6BiBkhFHl0lAm9Ds2igiIonw5qzE2UGyffZVD7Cn9Oeme7kYdtE8QO-0WyJ22_QbhDln4_IUhPphvyDG9Tk-q72qzZWVuBt46z1wtuORpRSpWLyy5FSsdz9kRkbJAI6n_bWO1zd2UhTeto5Ypa8nhipZgEWK_kAbCLR88WZP85vvZsQ9rcm&xkcb=SoA06_M3pvahBMSJaB0MbzkdCdPP&camk=CPChkbYSGj9QayLiIV3BrQ==&p=7&fvj=0&vjs=3
Tekla Extensions Developer,Stubbe s Workforce Inc,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFRiYxgNpsJAgX1vttem1RMdkz_8xfSFUgJjQl5YD82VxR_h9rBdAg-HD8DNbtgG3daUylRLBYYq_LY2YKLaAPdXghqspRVdHPSGPCNpjW6E17VxhLHy9ZeDd8oB6q1HiLVf2aaJBSIkV1vURlVCmMLQr-mnlhQI2YE8kWPAf-KIlVSZgV-A05qT0F4_AqS8IS775mu3nbCrZhutwLtACySbtDZps1xNjQlkjkJTSozyDnStbRN64VxTo-b2ydRZDZ0rXT7aWktUPkTLa-Of3v6_D3Td6nXmHci74lWSPNTvYl6n575xIoBi08v-KiOTHbhTaTsLPkhwkpRzHUQCSrcxZBqwst8PPHLHjgIaVuoFo3ucIUBjQMROa0hwyXOcbz23DyZas-kDkSYUvo-pkRcHOIEUH3YunL6_jBgb5OVrySCqhc9BJm1431NhK9yrigDZK9UTwqUcAGmRpvdNsxfOjyRHFl4WtrUjitQd5HXfnHRjGCBsJ2nfTPMx14IBpIXUoDm2OQpJGMXj9_Kc1Kzxs8JbV_H1r8xBQIZrkdpSMIM7dEMq2vKiBdRU2UGnADwZPOEDJ2KR4wXTaQbhShY1dN2gkn-PT2skdUtQw5dubxXD01p9uhPEm-gpSfH6V9cnTIjPb0GsM_yZL8YSepO8_wsjWJRuF1QDeL4uV4LfOorbCJpKsbbJklb8YSfDaVKp9KaGWOIzCIHoZyqHPbZHx-3lPCN9Eht0NkRzeBLGbOUU2WELVdpmV-eDIwWqHzTJJyFLDv8hj1-nK-a4H1ie7BgEInT4UhfdrhzbJuQh-VzzLZ9drGqglT3FCVD5zYE4ERMDX9iVQ0ZWI5J9gyAQBOeZkYZ7hfqP7HwJPI_cOF8iH39Ch2q83TqOWfWQiYsglBNdWatwlWIGQ6RTWfRduPApnJ2-qTPWYou5hCYt7SX18wnsVJ&xkcb=SoDd6_M3pvahBMSJaB0DbzkdCdPP&camk=nUmJqO2E8rhPx9BlzadWVA==&p=8&fvj=0&vjs=3
Software Architect,DocuPet,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5tYKOF7UACUZOPdMjPQGgbcOZz4RZcw-x04BV0B0k-cqNZMGBCDsa1j2w_7XJ0D1xKpj5kx8Urx5oHk7Uk-Ii_7Zwx-zgiLesIIhnNfSMxg_75Cd5s6UvfAotclYaLNm9-7Bxjt7z_R0E-8YEcAqBjFsL3htY6r0zhIEqAKzZjgMwrE3yTYB_CEUgD5Y6Gs2ofHGLppPaVP10nOOxMTY2udSwPOrFOugk3L_OAShvf4m5ChnlF2H6nTPSSKs0bT5SZd9QCuMZIahhdZ0n3v70bFfvT4hERaVUTUd5bjmbEGyFK1IlYVy3YOQvumBa4cTB3XqMgPcd4uTg4Q_OYRqkKO-J0ih7us1kkeBiOWoyeHfFGPpKwR_qjAegNf2gULi-o_3zoaCuVyLUwypn4ZM8CaF-MY9V1lm-NYAwFQfF3ec0CxhVdPNgrSQEKVZwq0f252vXwIlNVdPDIFCTo7WLL1oWj5BUxmHm4pHCjorLV-I_b2j0-KbXPPAwR9oODVihVRaUpTyvaEcvcMhVOf5msT-eTKzhs5Ga72jTUclPgFfO9NdCvg_jC68Ik_ii-6tM6G87sF49gz5KZsTcb5E_x0iUkqCn4-XPMZw0NaXQxDeSUfQu_Wfy1Spkag5qxLWNi_C3maV6NlxZqLtMJATDvshuGw6BlbGYG8MHtPf7yA==&xkcb=SoBp6_M3pvahBMSJaB0CbzkdCdPP&camk=ethIe0s0hedg6pcbEbIn4A==&p=9&fvj=0&vjs=3
